Domain,Phylum,Class,Order,Family,Genus,Species,No. genomes
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp003243445,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp004173255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp004173355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp017998385,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp023430465,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp024707305,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp035326305,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp035488975,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp036262095,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp040509495,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_A,Terrimonas_A sp040510375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B pollutisoli,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp023411775,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp023412975,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp023424015,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp023429365,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp031412015,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp036675745,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp040007815,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp041743125,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas_B,Terrimonas_B sp946479055,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Thermoflavifilum,Thermoflavifilum aggregans,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Thermoflavifilum,Thermoflavifilum sp014961315,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Thermoflavifilum,Thermoflavifilum sp019683625,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Thermoflavifilum,Thermoflavifilum sp023511875,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Thermoflavifilum,Thermoflavifilum thermophilum,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA10646,UBA10646 sp003456175,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA10646,UBA10646 sp004292605,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp002337145,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp018061385,5
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp019638475,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp019695015,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp023251255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp026931325,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp026931905,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp031429335,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp947456805,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp947488765,5
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1930,UBA1930 sp963169635,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp002336725,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp004144185,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp018267625,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp018267675,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp023391015,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp023392185,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp030151745,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp035914595,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA1952,UBA1952 sp039935335,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA3961,UBA3961 sp002385265,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA3961,UBA3961 sp014379515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA3961,UBA3961 sp016721085,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA3961,UBA3961 sp031360425,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA3961,UBA3961 sp031378605,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp002066995,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp018266555,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp018267515,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp026936105,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp035545755,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp035550155,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAR01,VBAR01 sp005882315,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAR01,VBAR01 sp031362085,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAR01,VBAR01 sp031413675,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAR01,VBAR01 sp031423175,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp004322425,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp005798905,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp005882975,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp023251235,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp025923075,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp025929635,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp031418795,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp035292525,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp035318985,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp035717045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp035764525,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp036005825,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp036374555,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp036376375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,VBAS01 sp036524255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp005884665,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp014379965,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp015654695,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp016787085,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp016787135,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp025450235,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp030706685,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp035694045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp036520835,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAT01,VBAT01 sp037200265,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAU01,VBAU01 sp005883765,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAU01,VBAU01 sp005883855,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAU01,VBAU01 sp036002905,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAU01,VBAU01 sp036005185,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAU01,VBAU01 sp036494065,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAU01,VBAU01 sp040289925,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JABDMM01,CAXDOZ01,CAXDOZ01 sp963991145,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JABDMM01,JABDMM01,JABDMM01 sp013001465,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JACZTA01,JACZTA01,JACZTA01 sp022573915,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADIYW01,JADIYW01 sp016705125,10
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADIYW01,JADIYW01 sp019694955,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp016699615,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp016711605,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp016719635,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp016721245,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp017984135,7
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp020436225,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp020636535,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp020636545,24
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp020848255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp020848315,7
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp020848475,23
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp028288625,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp031414515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp035339455,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp035339895,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp035389165,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp035438465,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp039797705,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp938008535,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp947460245,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JADJSS01,JADJSS01 sp963169645,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAGQYH01,JAGQYH01 sp020436175,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAGQYH01,JAGQYH01 sp041393015,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAMLHH01,JAMLHH01 sp023957215,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAMLHH01,JAMLHH01 sp023957235,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAMLHH01,JAMLHH01 sp023957245,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAMLHH01,JAMLHH01 sp035515235,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADIYW01,JAMLHH01,JAMLHH01 sp037189845,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp016787225,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp017495115,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp021297855,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp030832185,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp040383345,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp947441115,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,CHPMRC01,CHPMRC01 sp947461165,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,JADJOU01,JADJOU01 sp016713645,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JADJOU01,JALOMB01,JALOMB01 sp025455685,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JAHDHT01,CALHDG01,CALHDG01 sp938023075,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JAHDHT01,JAHDHT01,JAHDHT01 sp020631175,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JAHQVX01,JAHQVX01,JAHQVX01 sp019634125,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JANQFB01,JANQFB01,JANQFB01 sp028278085,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JAUHXS01,JAUHXS01,JAUHXS01 sp030426955,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,JBBDNB01,JBBDNB01,JBBDNB01 sp040877935,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp003165895,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp016715625,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp016722375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp016787045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp018262795,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp018267435,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp025057415,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp026129525,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp026391075,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp028288545,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp035298845,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp035299425,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp035550455,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp039811145,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp040387015,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp903861145,5
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp903889265,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp903919075,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp903927935,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp945867505,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp947457525,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp947475165,5
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp947476645,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp947478005,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp947479455,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,CALAYL01,CALAYL01 sp937894725,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,CALAYL01,CALAYL01 sp947461105,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,JAEUUZ01,JAEUUZ01 sp016786765,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,JAEUUZ01,JAEUUZ01 sp023428205,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp002336805,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp003165135,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp018267355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp018267365,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp018267385,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp025963485,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA1941,UBA1941 sp903917755,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA7692,UBA7692 sp001897535,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA7692,UBA7692 sp002482725,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA7692,UBA7692 sp019638515,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,UBA7692,UBA7692 sp033578915,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,REEL01,REEL01,REEL01 sp007695095,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,CAJXXO01,CAJXXO01 sp913062655,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,JAJRWN01,JAJRWN01 sp024276745,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,S012-47,S012-47 sp015487695,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,S012-47,S012-47 sp026981615,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,SW-11-45-7,SW-11-45-7,SW-11-45-7 sp003022985,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,AM-2324,AM-2324 sp029252685,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,AM-2324,AM-2324 sp900299495,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,AM-2324,AM-2324 sp913056515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,AM-2324,AM-2324 sp964225135,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira anguillae,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp000724545,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp022448945,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp902727865,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp905480075,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp905480485,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp937139495,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp937942475,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp964221885,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,B8-G4,B8-G4 sp003648285,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,B8-G4,B8-G4 sp033720735,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BCD1,BCD1 sp008501835,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BCD1,BCD1 sp020636105,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp014190515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp017858735,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp021299835,17
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp027488135,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp030728245,8
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp041159865,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp945878825,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BJGN01,BJGN01 sp947501115,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BQJU01,BQJU01 sp021604865,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BQJU01,BQJU01 sp964015035,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQNM01,CAJQNM01 sp019634275,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQNM01,CAJQNM01 sp905479665,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQQY01,CAJQQY01 sp023301005,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQQY01,CAJQQY01 sp029251525,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQQY01,CAJQQY01 sp039027925,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQQY01,CAJQQY01 sp905480595,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQQY01,CAJQQY01 sp937918905,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJQQY01,CAJQQY01 sp937981555,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp029212405,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp036479655,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp039194925,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp913061325,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp938003955,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp938007965,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAJXUU01,CAJXUU01 sp963975265,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAKZLL01,CAKZLL01 sp937125475,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAKZLL01,CAKZLL01 sp937127195,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALAJP01,CALAJP01 sp937922815,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALAZP01,CALAZP01 sp041164265,1
