"","Sequence_ID","Cluster"
"125758","MH271295_0A_Fwd_26993","28470"
"125759","MK279911_0A_Fwd_27069","28470"
"125760","MK279912_0A_Fwd_27069","28470"
"125761","MK875797_0A_Fwd_27069","28470"
"125762","MN586055_0A_Fwd_27069","28470"
"125763","MT818424_0A_Fwd_27069","28470"
"125764","MW291013_0A_Fwd_27069","28470"
"125765","MW507130_0A_Fwd_27069","28470"
"125766","MW822147_0A_Fwd_27069","28470"
"125767","MZ171371_0A_Fwd_26816","28470"
"125768","MZ681509_0A_Fwd_27069","28470"
"125769","ON645343_0A_Fwd_27069","28470"
"125770","MH271295_0A_Fwd_25233","28471"
"125771","MK279911_0A_Fwd_25309","28471"
"125772","MK279912_0A_Fwd_25309","28471"
"125773","MK875797_0A_Fwd_25309","28471"
"125774","MN586055_0A_Fwd_25309","28471"
"125775","MT818424_0A_Fwd_25309","28471"
"125776","MW291013_0A_Fwd_25309","28471"
"125777","MW507130_0A_Fwd_25309","28471"
"125778","MW822147_0A_Fwd_25309","28471"
"125779","MZ171371_0A_Fwd_24979","28471"
"125780","MZ681509_0A_Fwd_25309","28471"
"125781","ON645343_0A_Fwd_25309","28471"
"125782","MH271296_0A_Rev_3688","28472"
"125783","MH271296_0A_Rev_15372","28473"
"125784","MH271298_0A_Rev_39287","28474"
"125785","MH271298_0A_Rev_13925","28475"
"125786","MH271298_0A_Rev_46713","28476"
"125787","MH271298_0A_Rev_15182","28477"
"125788","MH271298_0A_Rev_32371","28478"
"125789","MH271298_0A_Rev_43781","28479"
"125790","MH271298_0A_Rev_13979","28480"
"125791","MH271300_0A_Rev_32803","28481"
"125792","MH271307_0A_Rev_32802","28481"
"125793","MH271310_0A_Rev_32810","28481"
"125794","MH271316_0A_Rev_32749","28481"
"125795","MZ622166_0A_Rev_32595","28481"
"125796","MH271300_0A_Rev_46274","28482"
"125797","MH271307_0A_Rev_46273","28482"
"125798","MH271300_0A_Rev_40039","28483"
"125799","MH271307_0A_Rev_40038","28483"
"125800","MH271310_0A_Rev_39860","28483"
"125801","MH271316_0A_Rev_39958","28483"
"125802","MK376963_0A_Rev_39863","28483"
"125803","MZ622166_0A_Rev_39831","28483"
"125804","MH271300_0A_Fwd_2502","28484"
"125805","MH271300_0A_Fwd_62462","28484"
"125806","MH271307_0A_Fwd_2502","28484"
"125807","MH271307_0A_Fwd_62467","28484"
"125808","MH271310_0A_Fwd_2535","28484"
"125809","MH271310_0A_Fwd_62298","28484"
"125810","MH271300_0A_Rev_25704","28485"
"125811","MH271307_0A_Rev_25703","28485"
"125812","MH271310_0A_Rev_25711","28485"
"125813","MH271316_0A_Rev_25650","28485"
"125814","MK376963_0A_Rev_25714","28485"
"125815","MZ622166_0A_Rev_25496","28485"
"125816","MH271300_0A_Fwd_21350","28486"
"125817","MH271307_0A_Fwd_21349","28486"
"125818","MH271310_0A_Fwd_21357","28486"
"125819","MH271316_0A_Fwd_21296","28486"
"125820","MK376963_0A_Fwd_21360","28486"
"125821","MZ622166_0A_Fwd_21142","28486"
"125822","MH271300_0A_Fwd_46338","28487"
"125823","MH271307_0A_Fwd_46337","28487"
"125824","MH271300_0A_Rev_24516","28488"
"125825","MH271307_0A_Rev_24515","28488"
"125826","MH271310_0A_Rev_24523","28488"
"125827","MH271316_0A_Rev_24462","28488"
"125828","MK376963_0A_Rev_24526","28488"
"125829","MZ622166_0A_Rev_24308","28488"
"125830","MH271300_0A_Rev_19867","28489"
"125831","MH271307_0A_Rev_19866","28489"
"125832","MH271310_0A_Rev_19850","28489"
"125833","MH271316_0A_Rev_19789","28489"
"125834","MK376963_0A_Rev_19853","28489"
"125835","MZ622166_0A_Rev_19635","28489"
"125836","MH271300_0A_Rev_23089","28490"
"125837","MH271307_0A_Rev_23088","28490"
"125838","MH271310_0A_Rev_23096","28490"
"125839","MH271316_0A_Rev_23035","28490"
"125840","MK376963_0A_Rev_23099","28490"
"125841","MZ622166_0A_Rev_22881","28490"
"125842","MH271300_0A_Rev_9382","28491"
"125843","MH271307_0A_Rev_9381","28491"
"125844","MH271310_0A_Rev_9380","28491"
"125845","MH271316_0A_Rev_9319","28491"
"125846","MK376963_0A_Rev_9383","28491"
"125847","MZ622166_0A_Rev_9150","28491"
"125848","MH271300_0A_Rev_23164","28492"
"125849","MH271307_0A_Rev_23163","28492"
"125850","MH271310_0A_Rev_23171","28492"
"125851","MH271316_0A_Rev_23110","28492"
"125852","MK376963_0A_Rev_23174","28492"
"125853","MZ622166_0A_Rev_22956","28492"
"125854","MH271300_0A_Fwd_51227","28493"
"125855","MH271307_0A_Fwd_51232","28493"
"125856","MH271310_0A_Fwd_51030","28493"
"125857","MH271300_0A_Rev_19568","28494"
"125858","MH271307_0A_Rev_19567","28494"
"125859","MH271310_0A_Rev_19551","28494"
"125860","MH271316_0A_Rev_19490","28494"
"125861","MK376963_0A_Rev_19554","28494"
"125862","MZ622166_0A_Rev_19336","28494"
"125863","MH271300_0A_Fwd_44220","28495"
"125864","MH271307_0A_Fwd_44219","28495"
"125865","MH271301_0A_Rev_53975","28496"
"125866","MK737941_0A_Rev_53966","28496"
"125867","MK801731_0A_Rev_53940","28496"
"125868","MK801732_0A_Rev_53940","28496"
"125869","MN497954_0A_Rev_53377","28496"
"125870","MT639643_0A_Rev_53394","28496"
"125871","MT684591_0A_Rev_53377","28496"
"125872","MT684592_0A_Rev_53575","28496"
"125873","MT818420_0A_Rev_53962","28496"
"125874","MW055903_0A_Rev_53379","28496"
"125875","MW291025_0A_Rev_53383","28496"
"125876","OK040788_0A_Rev_53970","28496"
"125877","OK318957_0A_Rev_53970","28496"
"125878","ON637767_0A_Rev_53885","28496"
"125879","OR434018_0A_Rev_53606","28496"
"125880","OR475287_0A_Rev_53570","28496"
"125881","OR613474_0A_Rev_53955","28496"
"125882","PP405126_0A_Rev_53080","28496"
"125883","PQ114741_0A_Rev_53894","28496"
"125884","PQ114751_0A_Rev_53606","28496"
"125885","PQ114752_0A_Rev_54073","28496"
"125886","PQ114754_0A_Rev_53482","28496"
"125887","MH271302_0A_Rev_45674","28497"
"125888","MH271302_0A_Fwd_33087","28498"
"125889","MH271302_0A_Rev_13647","28499"
"125890","MH271302_0A_Fwd_40257","28500"
"125891","MH271302_0A_Rev_17050","28501"
"125892","MH271302_0A_Rev_16865","28502"
"125893","MH271302_0A_Rev_41740","28503"
"125894","MH271302_0A_Rev_42312","28504"
"125895","MT889367_0A_Rev_43623","28504"
"125896","OR553915_0A_Rev_43300","28504"
"125897","MH271302_0A_Rev_12471","28505"
"125898","MH271302_0A_Rev_45770","28506"
"125899","MH271302_0A_Fwd_44362","28507"
"125900","MH271302_0A_Fwd_32022","28508"
"125901","MH271302_0A_Rev_35879","28509"
"125902","MH271302_0A_Fwd_20064","28510"
"125903","MH271302_0A_Fwd_5821","28511"
"125904","MH271302_0A_Fwd_39160","28512"
"125905","MH271303_0A_Fwd_45944","28513"
"125906","MH271303_0A_Fwd_27897","28514"
"125907","MK937591_0A_Fwd_28209","28514"
"125908","MN813682_0A_Fwd_28149","28514"
"125909","MH271303_0A_Rev_49914","28515"
"125910","MK937591_0A_Rev_50174","28515"
"125911","MK937608_0A_Rev_50473","28515"
"125912","MN813682_0A_Rev_50229","28515"
"125913","MN813684_0A_Rev_49558","28515"
"125914","MH271303_0A_Rev_11829","28516"
"125915","MH271303_0A_Fwd_24418","28517"
"125916","MK937591_0A_Fwd_24718","28517"
"125917","MN813682_0A_Fwd_24670","28517"
"125918","MH271303_0A_Rev_11424","28518"
"125919","MH271303_0A_Rev_10194","28519"
"125920","MH271303_0A_Fwd_40786","28520"
"125921","MH271303_0A_Rev_1506","28521"
"125922","MH271303_0A_Fwd_5417","28522"
"125923","MH271303_0A_Fwd_17854","28523"
"125924","MH271303_0A_Rev_40460","28524"
"125925","MK937591_0A_Rev_40801","28524"
"125926","MH271303_0A_Fwd_1129","28525"
"125927","MK937591_0A_Fwd_1132","28525"
"125928","MK937608_0A_Fwd_1129","28525"
"125929","MN813682_0A_Fwd_1132","28525"
"125930","MH271303_0A_Rev_40724","28526"
"125931","MK937591_0A_Rev_41065","28526"
"125932","MH271304_0A_Rev_20924","28527"
"125933","MH271304_0A_Rev_11872","28528"
"125934","MH271304_0A_Rev_12304","28529"
"125935","MH271312_0A_Rev_12585","28529"
"125936","MK524510_0A_Rev_12318","28529"
"125937","MN175603_0A_Rev_11661","28529"
"125938","MH271304_0A_Fwd_36010","28530"
"125939","MH271304_0A_Fwd_44184","28531"
"125940","MH271304_0A_Fwd_52721","28532"
"125941","MH271304_0A_Fwd_38260","28533"
"125942","MH271312_0A_Fwd_38527","28533"
"125943","MN175603_0A_Fwd_38386","28533"
"125944","MH271305_0A_Rev_14928","28534"
"125945","MH271305_0A_Rev_3162","28535"
"125946","MH271305_0A_Rev_5124","28536"
"125947","OP429095_0A_Rev_5109","28536"
"125948","MH271305_0A_Rev_1554","28537"
"125949","MH271305_0A_Rev_3880","28538"
"125950","MH271305_0A_Fwd_29457","28539"
"125951","MH271305_0A_Fwd_36425","28540"
"125952","MH271307_0A_Fwd_56290","28541"
"125953","MH271310_0A_Fwd_56088","28541"
"125954","MK376963_0A_Fwd_55529","28541"
"125955","MZ622166_0A_Fwd_55881","28541"
"125956","MH271308_0A_Rev_43095","28542"
"125957","OK040779_0A_Rev_43195","28542"
"125958","MH271308_0A_Rev_11469","28543"
"125959","OK040779_0A_Rev_11635","28543"
"125960","MH271308_0A_Rev_40737","28544"
"125961","OK040779_0A_Rev_40837","28544"
"125962","MH271308_0A_Rev_15328","28545"
"125963","MH271310_0A_Fwd_44041","28546"
"125964","MH271310_0A_Fwd_46135","28547"
"125965","MH271316_0A_Fwd_46215","28547"
"125966","MZ622166_0A_Fwd_46112","28547"
"125967","MH271311_0A_Rev_18456","28548"
"125968","MH271311_0A_Rev_18429","28549"
"125969","MH271312_0A_Fwd_36309","28550"
"125970","MK524510_0A_Fwd_36748","28550"
"125971","MN175603_0A_Fwd_36088","28550"
"125972","MH271312_0A_Rev_12150","28551"
"125973","MK524510_0A_Rev_11883","28551"
"125974","MN175603_0A_Rev_11226","28551"
"125975","MN585980_0A_Rev_11570","28551"
"125976","MN586059_0A_Rev_11669","28551"
"125977","MH271312_0A_Fwd_27016","28552"
"125978","MH271312_0A_Fwd_44470","28553"
"125979","MK524510_0A_Fwd_44890","28553"
"125980","MN175603_0A_Fwd_43695","28553"
"125981","MH271312_0A_Rev_47777","28554"
"125982","MH271312_0A_Fwd_18321","28555"
"125983","MH271312_0A_Rev_52039","28556"
"125984","MH271312_0A_Fwd_40561","28557"
"125985","MH271313_0A_Rev_57312","28558"
"125986","MH271313_0A_Rev_49358","28559"
"125987","MH271313_0A_Rev_8775","28560"
"125988","MH271313_0A_Rev_34903","28561"
"125989","MH271313_0A_Rev_29774","28562"
"125990","MH271313_0A_Rev_36563","28563"
"125991","MH271313_0A_Rev_13632","28564"
"125992","MH271313_0A_Fwd_18716","28565"
"125993","MH271313_0A_Rev_7098","28566"
"125994","MH271313_0A_Rev_45571","28567"
"125995","MH271313_0A_Rev_19836","28568"
"125996","MH271315_0A_Fwd_33132","28569"
"125997","MH271316_0A_Fwd_51110","28570"
"125998","MK376963_0A_Fwd_50652","28570"
"125999","MZ622166_0A_Fwd_50798","28570"
"126000","MH271316_0A_Fwd_44121","28571"
"126001","MK376963_0A_Fwd_44014","28571"
"126002","MZ622166_0A_Fwd_43994","28571"
"126003","MH271316_0A_Rev_46151","28572"
"126004","MZ622166_0A_Rev_46048","28572"
"126005","MH271318_0A_Fwd_30842","28573"
"126006","MH271318_0A_Rev_16197","28574"
"126007","MH271318_0A_Fwd_29029","28575"
"126008","MH271318_0A_Fwd_34233","28576"
"126009","MH271318_0A_Rev_19219","28577"
"126010","MH271320_0A_Rev_29467","28578"
"126011","MH271320_0A_Rev_38027","28579"
"126012","MH271320_0A_Rev_42781","28580"
"126013","MH271321_0A_Rev_10241","28581"
"126014","ON970563_0A_Rev_9900","28581"
"126015","OP297543_0A_Rev_10090","28581"
"126016","OR159673_0A_Rev_9817","28581"
"126017","PP750965_0A_Rev_9884","28581"
"126018","MH271321_0A_Rev_51808","28582"
"126019","MH590600_0A_Rev_51251","28582"
"126020","MZ322026_0A_Rev_51279","28582"
"126021","OP068338_0A_Rev_51251","28582"
"126022","MH271321_0A_Fwd_25030","28583"
"126023","MK977698_0A_Fwd_24378","28583"
"126024","MZ150792_0A_Fwd_24632","28583"
"126025","MZ322026_0A_Fwd_24559","28583"
"126026","MZ622179_0A_Fwd_24647","28583"
"126027","ON970612_0A_Fwd_24281","28583"
"126028","OP985602_0A_Fwd_24384","28583"
"126029","OR475280_0A_Fwd_24689","28583"
"126030","PP725415_0A_Fwd_24459","28583"
"126031","PP750965_0A_Fwd_24397","28583"
"126032","PQ184827_0A_Fwd_24434","28583"
"126033","MH271321_0A_Fwd_31465","28584"
"126034","MH271321_0A_Rev_46949","28585"
"126035","MN062719_0A_Rev_46635","28585"
"126036","MZ622179_0A_Rev_46068","28585"
"126037","MZ648035_0A_Rev_45824","28585"
"126038","ON260815_0A_Rev_46322","28585"
"126039","ON260820_0A_Rev_46322","28585"
"126040","OP297543_0A_Rev_46520","28585"
"126041","OP985602_0A_Rev_46296","28585"
"126042","OQ709205_0A_Rev_46327","28585"
"126043","OR159673_0A_Rev_46235","28585"
"126044","PP725415_0A_Rev_45908","28585"
"126045","PQ184827_0A_Rev_45856","28585"
"126046","MH271321_0A_Fwd_44968","28586"
"126047","MH285980_0A_Fwd_46607","28587"
"126048","MH285980_0A_Rev_46009","28588"
"126049","MH285980_0A_Fwd_46500","28589"
"126050","MH285980_0A_Rev_11388","28590"
"126051","OL960579_0A_Rev_12251","28590"
"126052","OQ850291_0A_Rev_3489","28590"
"126053","OX638287_0A_Rev_21372","28590"
"126054","MH316565_0A_Fwd_39850","28591"
"126055","MH316565_0A_Fwd_54441","28592"
"126056","MN096360_0A_Fwd_53739","28592"
"126057","MH316565_0A_Rev_4068","28593"
"126058","MH316565_0A_Rev_54326","28594"
"126059","MH316566_0A_Fwd_29635","28595"
"126060","MH316566_0A_Rev_20018","28596"
"126061","MH316566_0A_Fwd_27018","28597"
"126062","MH316566_0A_Rev_47254","28598"
"126063","MH316566_0A_Fwd_27093","28599"
"126064","MH316566_0A_Rev_11084","28600"
"126065","MH321493_0A_Rev_1715","28601"
"126066","MH424446_0A_Rev_2208","28601"
"126067","MH791410_0A_Rev_36302","28601"
"126068","MN692673_0A_Rev_39625","28601"
"126069","MN871503_0A_Rev_23305","28601"
"126070","MZ375232_0A_Rev_36682","28601"
"126071","MZ375295_0A_Rev_36775","28601"
"126072","MZ375296_0A_Rev_36775","28601"
"126073","MZ375297_0A_Rev_36606","28601"
"126074","MZ375298_0A_Rev_36408","28601"
"126075","MZ375299_0A_Rev_36075","28601"
"126076","MZ375300_0A_Rev_36341","28601"
"126077","MZ375301_0A_Rev_35690","28601"
"126078","MZ375302_0A_Rev_36556","28601"
"126079","MZ375303_0A_Rev_35785","28601"
"126080","MZ375304_0A_Rev_35781","28601"
"126081","MZ375305_0A_Rev_35501","28601"
"126082","MZ375306_0A_Rev_35795","28601"
"126083","MZ375307_0A_Rev_35432","28601"
"126084","MZ375308_0A_Rev_35142","28601"
"126085","MZ375309_0A_Rev_35142","28601"
"126086","MZ375310_0A_Rev_35594","28601"
"126087","MZ375311_0A_Rev_34836","28601"
"126088","MZ375312_0A_Rev_34978","28601"
"126089","MZ375313_0A_Rev_36775","28601"
"126090","MZ375314_0A_Rev_35750","28601"
"126091","MZ375315_0A_Rev_34267","28601"
"126092","MZ375316_0A_Rev_34511","28601"
"126093","MZ375317_0A_Rev_34733","28601"
"126094","MZ375318_0A_Rev_34503","28601"
"126095","MZ375319_0A_Rev_33900","28601"
"126096","MZ375320_0A_Rev_36775","28601"
"126097","MZ375321_0A_Rev_34053","28601"
"126098","MZ375322_0A_Rev_33583","28601"
"126099","MZ375323_0A_Rev_34055","28601"
"126100","MZ375324_0A_Rev_33459","28601"
"126101","MZ375325_0A_Rev_31839","28601"
"126102","MZ375326_0A_Rev_33270","28601"
"126103","MZ375327_0A_Rev_33720","28601"
"126104","MZ375328_0A_Rev_32398","28601"
"126105","MZ375329_0A_Rev_32555","28601"
"126106","MZ375330_0A_Rev_32001","28601"
"126107","MZ375331_0A_Rev_34541","28601"
"126108","MZ375332_0A_Rev_33485","28601"
"126109","MZ375333_0A_Rev_32307","28601"
"126110","MZ375334_0A_Rev_32758","28601"
"126111","MZ375335_0A_Rev_32145","28601"
"126112","MZ375336_0A_Rev_34552","28601"
"126113","MZ375337_0A_Rev_32466","28601"
"126114","MZ375338_0A_Rev_31871","28601"
"126115","MZ375339_0A_Rev_32220","28601"
"126116","MZ375340_0A_Rev_32078","28601"
"126117","MZ375341_0A_Rev_32081","28601"
"126118","MZ375342_0A_Rev_32266","28601"
"126119","MZ375343_0A_Rev_32135","28601"
"126120","MZ375344_0A_Rev_32477","28601"
"126121","MZ375345_0A_Rev_31778","28601"
"126122","MZ375346_0A_Rev_31681","28601"
"126123","MZ375347_0A_Rev_32021","28601"
"126124","MZ375348_0A_Rev_31957","28601"
"126125","MZ375349_0A_Rev_31087","28601"
"126126","MZ375350_0A_Rev_31956","28601"
"126127","MZ375351_0A_Rev_30929","28601"
"126128","MZ375352_0A_Rev_30386","28601"
"126129","MZ375353_0A_Rev_32074","28601"
"126130","MZ375354_0A_Rev_31277","28601"
"126131","MZ375355_0A_Rev_31222","28601"
"126132","MZ726796_0A_Rev_2208","28601"
"126133","OL964734_0A_Rev_34954","28601"
"126134","OL964742_0A_Rev_35143","28601"
"126135","OL964743_0A_Rev_35336","28601"
"126136","OL964744_0A_Rev_34374","28601"
"126137","OL964751_0A_Rev_34854","28601"
"126138","OL964752_0A_Rev_34854","28601"
"126139","MH321493_0A_Fwd_35869","28602"
"126140","MN871503_0A_Fwd_11129","28602"
"126141","OR921208_0A_Fwd_15659","28602"
"126142","MH321493_0A_Rev_37529","28603"
"126143","MH791410_0A_Rev_25849","28603"
"126144","MN692673_0A_Rev_28116","28603"
"126145","MN871503_0A_Rev_12789","28603"
"126146","MZ375232_0A_Rev_26322","28603"
"126147","MZ375295_0A_Rev_26322","28603"
"126148","MZ375296_0A_Rev_26322","28603"
"126149","MZ375297_0A_Rev_26185","28603"
"126150","MZ375298_0A_Rev_25955","28603"
"126151","MZ375299_0A_Rev_25714","28603"
"126152","MZ375300_0A_Rev_26149","28603"
"126153","MZ375301_0A_Rev_25656","28603"
"126154","MZ375302_0A_Rev_26196","28603"
"126155","MZ375303_0A_Rev_25424","28603"
"126156","MZ375304_0A_Rev_25700","28603"
"126157","MZ375305_0A_Rev_25669","28603"
"126158","MZ375306_0A_Rev_25715","28603"
"126159","MZ375307_0A_Rev_25442","28603"
"126160","MZ375308_0A_Rev_25310","28603"
"126161","MZ375309_0A_Rev_25310","28603"
"126162","MZ375310_0A_Rev_25762","28603"
"126163","MZ375311_0A_Rev_24677","28603"
"126164","MZ375312_0A_Rev_24898","28603"
"126165","MZ375313_0A_Rev_26322","28603"
"126166","MZ375314_0A_Rev_25715","28603"
"126167","MZ375315_0A_Rev_24435","28603"
"126168","MZ375316_0A_Rev_24848","28603"
"126169","MZ375317_0A_Rev_25302","28603"
"126170","MZ375318_0A_Rev_24840","28603"
"126171","MZ375319_0A_Rev_24238","28603"
"126172","MZ375320_0A_Rev_26322","28603"
"126173","MZ375321_0A_Rev_24593","28603"
"126174","MZ375322_0A_Rev_24123","28603"
"126175","MZ375323_0A_Rev_24595","28603"
"126176","MZ375324_0A_Rev_23938","28603"
"126177","MZ375325_0A_Rev_23264","28603"
"126178","MZ375326_0A_Rev_23978","28603"
"126179","MZ375327_0A_Rev_24259","28603"
"126180","MZ375328_0A_Rev_22937","28603"
"126181","MZ375329_0A_Rev_23480","28603"
"126182","MZ375330_0A_Rev_23184","28603"
"126183","MZ375331_0A_Rev_24840","28603"
"126184","MZ375332_0A_Rev_24025","28603"
"126185","MZ375333_0A_Rev_23609","28603"
"126186","MZ375334_0A_Rev_23436","28603"
"126187","MZ375335_0A_Rev_23432","28603"
"126188","MZ375336_0A_Rev_23479","28603"
"126189","MZ375337_0A_Rev_23750","28603"
"126190","MZ375338_0A_Rev_23395","28603"
"126191","MZ375339_0A_Rev_23433","28603"
"126192","MZ375340_0A_Rev_23292","28603"
"126193","MZ375341_0A_Rev_23295","28603"
"126194","MZ375342_0A_Rev_23480","28603"
"126195","MZ375343_0A_Rev_23350","28603"
"126196","MZ375345_0A_Rev_23434","28603"
"126197","MZ375346_0A_Rev_23292","28603"
"126198","MZ375347_0A_Rev_23545","28603"
"126199","MZ375348_0A_Rev_23480","28603"
"126200","MZ375349_0A_Rev_23122","28603"
"126201","MZ375350_0A_Rev_23480","28603"
"126202","MZ375351_0A_Rev_22734","28603"
"126203","MZ375352_0A_Rev_22333","28603"
"126204","MZ375353_0A_Rev_23480","28603"
"126205","MZ375354_0A_Rev_22728","28603"
"126206","MZ375355_0A_Rev_22746","28603"
"126207","OL964734_0A_Rev_25156","28603"
"126208","OL964742_0A_Rev_25310","28603"
"126209","OL964743_0A_Rev_25302","28603"
"126210","OL964744_0A_Rev_24711","28603"
"126211","OL964751_0A_Rev_25056","28603"
"126212","OL964752_0A_Rev_25056","28603"
"126213","OR921208_0A_Rev_17319","28603"
"126214","MH321493_0A_Fwd_5760","28604"
"126215","MH321493_0A_Fwd_46171","28605"
"126216","MW477799_0A_Fwd_45880","28605"
"126217","OP924280_0A_Fwd_10701","28605"
"126218","OP924281_0A_Fwd_11940","28605"
"126219","MH321493_0A_Rev_32338","28606"
"126220","OR921208_0A_Rev_12128","28606"
"126221","MH321493_0A_Rev_3861","28607"
"126222","MH321493_0A_Rev_24916","28608"
"126223","OR544125_0A_Rev_23786","28608"
"126224","MH333064_0A_Rev_153086","28609"
"126225","MH333064_0A_Rev_113124","28610"
"126226","OL870318_0A_Rev_107046","28610"
"126227","PP312926_0A_Rev_47848","28610"
"126228","PP312928_0A_Rev_93976","28610"
"126229","MH333064_0A_Fwd_157592","28611"
"126230","OR354876_0A_Fwd_150268","28611"
"126231","PP723046_0A_Fwd_61978","28611"
"126232","MH333064_0A_Fwd_37293","28612"
"126233","MH338234_0A_Fwd_43470","28613"
"126234","MH338235_0A_Fwd_26460","28614"
"126235","MN617844_0A_Fwd_26651","28614"
"126236","MH338236_0A_Fwd_30826","28615"
"126237","MZ747521_0A_Fwd_30777","28615"
"126238","MH338237_0A_Rev_3438","28616"
"126239","MK524507_0A_Rev_3438","28616"
"126240","MK524513_0A_Rev_3438","28616"
"126241","MN703405_0A_Rev_3438","28616"
"126242","MW055904_0A_Rev_3438","28616"
"126243","MZ747517_0A_Rev_3435","28616"
"126244","MZ747521_0A_Rev_3438","28616"
"126245","PP978827_0A_Rev_3438","28616"
"126246","MH338237_0A_Fwd_23197","28617"
"126247","MK524513_0A_Fwd_23197","28617"
"126248","MN703405_0A_Fwd_23197","28617"
"126249","MW055904_0A_Fwd_23191","28617"
"126250","MZ747517_0A_Fwd_23246","28617"
"126251","OP297532_0A_Fwd_23188","28617"
"126252","MH338238_0A_Fwd_3130","28618"
"126253","MH338241_0A_Fwd_46939","28619"
"126254","MH341451_0A_Fwd_34731","28620"
"126255","MH341451_0A_Fwd_37677","28621"
"126256","MH341451_0A_Fwd_34257","28622"
"126257","MH341452_0A_Rev_37745","28623"
"126258","MH341452_0A_Rev_11030","28624"
"126259","MH341452_0A_Rev_9445","28625"
"126260","MH341453_0A_Fwd_35665","28626"
"126261","MH341453_0A_Rev_34896","28627"
"126262","MH341453_0A_Fwd_42267","28628"
"126263","MH355584_0A_Fwd_21988","28629"
"126264","PP400787_0A_Fwd_78447","28629"
"126265","MH356729_0A_Fwd_44593","28630"
"126266","OQ134474_0A_Fwd_26732","28630"
"126267","OQ791220_0A_Fwd_26762","28630"
"126268","OQ992205_0A_Fwd_45376","28630"
"126269","PP100125_0A_Fwd_45208","28630"
"126270","PP107937_0A_Fwd_35496","28630"
"126271","MH356729_0A_Fwd_31633","28631"
"126272","MN553584_0A_Fwd_26139","28631"
"126273","ON815901_0A_Fwd_14219","28631"
"126274","PP852688_0A_Fwd_57586","28631"
"126275","PP977460_0A_Fwd_39575","28631"
"126276","PQ261042_0A_Fwd_28482","28631"
"126277","MH356729_0A_Fwd_42777","28632"
"126278","MH356729_0A_Fwd_23772","28633"
"126279","MH356729_0A_Rev_50223","28634"
"126280","OQ791220_0A_Rev_32399","28634"
"126281","OQ992205_0A_Rev_51013","28634"
"126282","PP100125_0A_Rev_50840","28634"
"126283","PQ276738_0A_Rev_51544","28634"
"126284","MH356729_0A_Fwd_55280","28635"
"126285","OL519844_0A_Fwd_55842","28635"
"126286","ON815901_0A_Fwd_37933","28635"
"126287","PP910670_0A_Fwd_55831","28635"
"126288","PP977460_0A_Fwd_63280","28635"
"126289","MH356729_0A_Rev_62214","28636"
"126290","OQ992559_0A_Rev_47372","28636"
"126291","MH356729_0A_Rev_44006","28637"
"126292","MN553584_0A_Rev_38500","28637"
"126293","MZ955867_0A_Rev_44594","28637"
"126294","OL519844_0A_Rev_44573","28637"
"126295","ON815901_0A_Rev_26664","28637"
"126296","OQ791220_0A_Rev_26175","28637"
"126297","OQ992205_0A_Rev_44789","28637"
"126298","OQ992559_0A_Rev_29269","28637"
"126299","OR424355_0A_Rev_44574","28637"
"126300","OR988063_0A_Rev_31477","28637"
"126301","PP100125_0A_Rev_44621","28637"
"126302","PP852688_0A_Rev_69959","28637"
"126303","PP910670_0A_Rev_44574","28637"
"126304","PP977460_0A_Rev_52011","28637"
"126305","PQ261042_0A_Rev_40927","28637"
"126306","PQ276738_0A_Rev_45325","28637"
"126307","MH356730_0A_Rev_43566","28638"
"126308","MH356730_0A_Rev_26889","28639"
"126309","MH358359_0A_Rev_27370","28640"
"126310","MK214385_0A_Rev_14466","28640"
"126311","MK479295_0A_Rev_16902","28640"
"126312","MT012729_0A_Rev_26988","28640"
"126313","MT653137_0A_Rev_40261","28640"
"126314","MT740291_0A_Rev_12555","28640"
"126315","MW725301_0A_Rev_16911","28640"
"126316","MZ004649_0A_Rev_17749","28640"
"126317","OK143508_0A_Rev_12679","28640"
"126318","ON409569_0A_Rev_27859","28640"
"126319","ON409570_0A_Rev_27007","28640"
"126320","ON461912_0A_Rev_45169","28640"
"126321","ON645935_0A_Rev_1720","28640"
"126322","ON886116_0A_Rev_11568","28640"
"126323","OP745620_0A_Rev_9990","28640"
"126324","OP745621_0A_Rev_10000","28640"
"126325","OP924284_0A_Rev_30799","28640"
"126326","PP537161_0A_Rev_5771","28640"
"126327","MH358359_0A_Fwd_6587","28641"
"126328","OM210019_0A_Fwd_41724","28641"
"126329","ON381768_0A_Fwd_21995","28641"
"126330","OP484850_0A_Fwd_19390","28641"
"126331","MH358359_0A_Rev_24324","28642"
"126332","MN336264_0A_Rev_14364","28642"
"126333","MW355451_0A_Rev_9161","28642"
"126334","MW355452_0A_Rev_21548","28642"
"126335","MW355453_0A_Rev_6264","28642"
"126336","MW355455_0A_Rev_12632","28642"
"126337","MW355456_0A_Rev_9172","28642"
"126338","MW355458_0A_Rev_9187","28642"
"126339","MW355459_0A_Rev_9344","28642"
"126340","MW355468_0A_Rev_9174","28642"
"126341","MZ274225_0A_Rev_15528","28642"
"126342","OM210019_0A_Rev_15741","28642"
"126343","OM339548_0A_Rev_39991","28642"
"126344","ON381768_0A_Rev_39708","28642"
"126345","OP484850_0A_Rev_36657","28642"
"126346","OP494211_0A_Rev_40723","28642"
"126347","OR001929_0A_Rev_41237","28642"
"126348","PP537161_0A_Rev_2686","28642"
"126349","PP723078_0A_Rev_18073","28642"
