Accession	Description	Classification	Genome Length (bp)	Jumbophage	molGC (%)	Molecule	Modification Date	Number CDS	Positive Strand (%)	Negative Strand (%)	Coding Capacity (%)	Low Coding Capacity Warning	tRNAs	Host	Lowest Taxa	Genus	Sub-family	Family	Order	Class	Phylum	Kingdom	Realm	Baltimore Group	Genbank Division	Isolation Host (beware inconsistent and nonsense values)
OP009274	Rhodobacter phage RcKickapoo	Rhodobacter phage RcKickapoo Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	94139	FALSE	57.680	DNA	16-AUG-2022	128	100	0	89.9435940471006	NA	0	Rhodobacter	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009273	Rhodobacter phage RcKeef	Rhodobacter phage RcKeef Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	68260	FALSE	60.029	DNA	16-AUG-2022	96	73.9583333333333	26.0416666666667	92.2809844711398	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009272	Rhodobacter phage RcKai	Rhodobacter phage RcKai Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	41645	FALSE	64.197	DNA	16-AUG-2022	66	68.1818181818182	31.8181818181818	92.8802977548325	NA	1	Rhodobacter	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009271	Rhodobacter phage RcJoli	Rhodobacter phage RcJoli Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	68547	FALSE	60.058	DNA	16-AUG-2022	95	73.6842105263158	26.3157894736842	91.4963455731104	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009270	Rhodobacter phage RcExplorer	Rhodobacter phage RcExplorer Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	68400	FALSE	60.067	DNA	16-AUG-2022	98	71.4285714285714	28.5714285714286	92.1315789473684	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009269	Rhodobacter phage RcDora	Rhodobacter phage RcDora Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	67639	FALSE	60.227	DNA	16-AUG-2022	97	75.2577319587629	24.7422680412371	92.440751637369	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009268	Rhodobacter phage RcCWillis	Rhodobacter phage RcCWillis Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	68804	FALSE	61.193	DNA	16-AUG-2022	96	77.0833333333333	22.9166666666667	92.0571478402419	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009267	Rhodobacter phage RcBigEagle	Rhodobacter phage RcBigEagle Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	68138	FALSE	60.178	DNA	16-AUG-2022	97	71.1340206185567	28.8659793814433	92.9129120314656	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009266	Rhodobacter phage RcAquaphina	Rhodobacter phage RcAquaphina Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	68972	FALSE	59.865	DNA	16-AUG-2022	97	75.2577319587629	24.7422680412371	92.267876819579	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP009265	Rhodobacter phage RcAqua	Rhodobacter phage RcAqua Casjensviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	66472	FALSE	60.161	DNA	16-AUG-2022	92	71.7391304347826	28.2608695652174	93.0752798170658	NA	0	Rhodobacter	Casjensviridae	Unclassified	Unclassified	Casjensviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM908766	Salmonella phage S5	Salmonella phage S5 Ithacavirus Humphriesvirinae Schitoviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	72519	FALSE	39.446	DNA	16-AUG-2022	100	85	15	93.7795612184393	NA	9	Salmonella	Ithacavirus	Ithacavirus	Humphriesvirinae	Schitoviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella sp.
MT995928	Pseudomonas phage U5	Pseudomonas phage U5 Phikzvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	282684	TRUE	36.858	DNA	15-AUG-2022	363	82.3691460055096	17.6308539944904	91.6794017347993	NA	6	Pseudomonas	Phikzvirus	Phikzvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas aeruginosa PAO1
OP067662	Xanthomonas phage pXoo2107	Xanthomonas phage pXoo2107 Tsukubavirus Kantovirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	46052	FALSE	60.990	DNA	13-AUG-2022	70	38.5714285714286	61.4285714285714	92.0611482671762	NA	0	Xanthomonas	Tsukubavirus	Tsukubavirus	Kantovirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Xanthomonas oryzae pv. oryzae
ON548433	Escherichia phage vB_EcoP_FFK3	Escherichia phage vB_EcoP_FFK3 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39300	FALSE	49.842	DNA	11-AUG-2022	49	100	0	83.2213740458015	NA	0	Escherichia	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia coli
ON548432	Escherichia phage vB_EcoS_SCS92	Escherichia phage vB_EcoS_SCS92 Kagunavirus Guernseyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44240	FALSE	51.017	DNA	11-AUG-2022	74	28.3783783783784	71.6216216216216	93.248191681736	NA	0	Escherichia	Kagunavirus	Kagunavirus	Guernseyvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia coli
ON506924	Escherichia phage vB_EcoM_SCS4	Escherichia phage vB_EcoM_SCS4 Tequatrovirus Tevenvirinae Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	166783	FALSE	35.342	DNA	11-AUG-2022	270	15.9259259259259	84.0740740740741	94.722483706373	NA	9	Escherichia	Tequatrovirus	Tequatrovirus	Tevenvirinae	Straboviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia sp.
ON081052	Escherichia phage vB_EcoS_SCS31	Escherichia phage vB_EcoS_SCS31 Guelphvirus Braunvirinae Drexlerviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	46054	FALSE	43.501	DNA	11-AUG-2022	75	80	20	90.4677118165632	NA	1	Escherichia	Guelphvirus	Guelphvirus	Braunvirinae	Drexlerviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia sp.
ON001686	Escherichia phage vB_EcoS_SCS44	Escherichia phage vB_EcoS_SCS44 Kagunavirus Guernseyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44829	FALSE	50.590	DNA	11-AUG-2022	77	63.6363636363636	36.3636363636364	93.6358161011845	NA	0	Escherichia	Kagunavirus	Kagunavirus	Guernseyvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia sp.
OM960734	Escherichia phage vB_EcoM_SCS57	Escherichia phage vB_EcoM_SCS57 Mosigvirus Tevenvirinae Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	168771	FALSE	37.354	DNA	11-AUG-2022	270	84.8148148148148	15.1851851851852	94.9665523105273	NA	2	Escherichia	Mosigvirus	Mosigvirus	Tevenvirinae	Straboviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia coli
OP038547	Salmonella phage GRNsp03	Salmonella phage GRNsp03 Zindervirus Molineuxvirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43596	FALSE	47.589	DNA	09-AUG-2022	48	0	100	88.8384255436278	NA	0	Salmonella	Zindervirus	Zindervirus	Molineuxvirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Enteritidis GXC190301
ON920540	Actinomyces phage LC001	Actinomyces phage LC001 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	26219	FALSE	65.758	DNA	09-AUG-2022	39	89.7435897435898	10.2564102564103	90.1292955490293	NA	0	Actinomyces	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Schalia odontolyticus XH001
ON933637	Riemerella phage vB_RanS_PT15	Riemerella phage vB_RanS_PT15 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44128	FALSE	34.808	DNA	09-AUG-2022	76	18.4210526315789	81.5789473684211	90.0720630891951	NA	0	Riemerella	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Riemerella anatipestifer
OP028995	Microcystis phage Mae-Yong1326-1	Microcystis phage Mae-Yong1326-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	48822	FALSE	71.802	DNA	09-AUG-2022	54	50	50	92.9335135799435	NA	1	Microcystis	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Microcystis aeruginosa FACHB-1326
ON645346	Arthrobacter phage Zucker	Arthrobacter phage Zucker Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	53491	FALSE	62.796	DNA	07-AUG-2022	93	91.3978494623656	8.60215053763441	93.6419210708343	NA	2	Arthrobacter	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
ON645344	Gordonia phage Morkie	Gordonia phage Morkie Luckytenvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	42091	FALSE	65.522	DNA	07-AUG-2022	67	91.044776119403	8.95522388059701	92.7205340809199	NA	0	Gordonia	Luckytenvirus	Luckytenvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
ON645343	Gordonia phage Clap	Gordonia phage Clap Attisvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	46221	FALSE	66.626	DNA	07-AUG-2022	70	85.7142857142857	14.2857142857143	92.4579736483417	NA	0	Gordonia	Attisvirus	Attisvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
ON645337	Mycobacterium phage Barkley26	Mycobacterium phage Barkley26 Liefievirus Gclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	41756	FALSE	66.604	DNA	07-AUG-2022	61	96.7213114754098	3.27868852459016	95.9646517865696	NA	0	Mycobacterium	Liefievirus	Liefievirus	Gclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
ON854455	Halomonas phage YPHTV-1	Halomonas phage YPHTV-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37980	FALSE	36.161	DNA	07-AUG-2022	57	89.4736842105263	10.5263157894737	93.2385466034755	NA	0	Halomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Halomonas sp. H5
OM735689	Stenotrophomonas phage vB_SmeS_BUCT704	Stenotrophomonas phage vB_SmeS_BUCT704 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	34535	FALSE	37.559	DNA	07-AUG-2022	45	91.1111111111111	8.88888888888889	93.6875633415376	NA	0	Stenotrophomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Stenotrophomonas maltophilia
OM858838	Shigella phage B2	Shigella phage B2 Ithacavirus Humphriesvirinae Schitoviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	71028	FALSE	39.745	DNA	07-AUG-2022	96	84.375	15.625	93.8010362110717	NA	7	Shigella	Ithacavirus	Ithacavirus	Humphriesvirinae	Schitoviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Shigella flexneri
ON868915	Salmonella phage vB_SalM_SPJ41	Salmonella phage vB_SalM_SPJ41 Felixounavirus Ounavirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	89584	FALSE	38.761	DNA	07-AUG-2022	123	26.0162601626016	73.9837398373984	86.6516342203965	NA	25	Salmonella	Felixounavirus	Felixounavirus	Ounavirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella sp.
ON881243	Bacillus phage PK-3	Bacillus phage PK-3 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	142569	FALSE	33.962	DNA	07-AUG-2022	184	25	75	91.7303200555521	NA	15	Bacillus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Bacillus sp.
MZ707157	Klebsiella phage PSKm4DII	Klebsiella phage PSKm4DII Slopekvirus Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	174857	FALSE	41.865	DNA	07-AUG-2022	272	53.3088235294118	46.6911764705882	95.8068593193295	NA	1	Klebsiella	Slopekvirus	Slopekvirus	Unclassified	Straboviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
MZ707156	Klebsiella phage PSKm2DI	Klebsiella phage PSKm2DI Slopekvirus Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	177200	FALSE	41.837	DNA	07-AUG-2022	275	54.1818181818182	45.8181818181818	95.8639954853273	NA	1	Klebsiella	Slopekvirus	Slopekvirus	Unclassified	Straboviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
ON950090	Serratia phage Seera	Serratia phage Seera Teetrevirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39315	FALSE	50.805	DNA	07-AUG-2022	47	0	100	90.7134681419306	NA	0	Serratia	Teetrevirus	Teetrevirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Serratia marcescens PNR349
ON995367	Pectobacterium phage vB_PcaP_P15_PC2B6	Pectobacterium phage vB_PcaP_P15_PC2B6 Unyawovirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39701	FALSE	47.928	DNA	07-AUG-2022	47	100	0	90.7231555880205	NA	0	Pectobacterium	Unyawovirus	Unyawovirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pectobacterium carotovorum C2B6
ON996339	Salmonella phage T102	Salmonella phage T102 Jerseyvirus Guernseyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	41941	FALSE	49.713	DNA	07-AUG-2022	56	67.8571428571429	32.1428571428571	91.5786461934622	NA	0	Salmonella	Jerseyvirus	Jerseyvirus	Guernseyvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhimurium ATCC 14028
OM401714	Sulfolobus islandicus rod-shaped virus	Sulfolobus islandicus rod-shaped virus Usarudivirus Rudiviridae Ligamenvirales Tokiviricetes Taleaviricota Zilligvirae Adnaviria Viruses	33988	FALSE	25.150	DNA	07-AUG-2022	54	55.5555555555556	44.4444444444444	84.391549958809	NA	0	Sulfolobus	Usarudivirus	Usarudivirus	Unclassified	Rudiviridae	Ligamenvirales	Tokiviricetes	Taleaviricota	Zilligvirae	Adnaviria	Group I	PHG	Sulfolobus islandicus
OM401713	Sulfolobus islandicus rod-shaped virus	Sulfolobus islandicus rod-shaped virus Usarudivirus Rudiviridae Ligamenvirales Tokiviricetes Taleaviricota Zilligvirae Adnaviria Viruses	35179	FALSE	25.137	DNA	07-AUG-2022	54	53.7037037037037	46.2962962962963	82.7198044287785	NA	0	Sulfolobus	Usarudivirus	Usarudivirus	Unclassified	Rudiviridae	Ligamenvirales	Tokiviricetes	Taleaviricota	Zilligvirae	Adnaviria	Group I	PHG	Sulfolobus islandicus
OM401712	Sulfolobus islandicus rod-shaped virus	Sulfolobus islandicus rod-shaped virus Usarudivirus Rudiviridae Ligamenvirales Tokiviricetes Taleaviricota Zilligvirae Adnaviria Viruses	34933	FALSE	25.205	DNA	07-AUG-2022	55	56.3636363636364	43.6363636363636	82.8901039132053	NA	0	Sulfolobus	Usarudivirus	Usarudivirus	Unclassified	Rudiviridae	Ligamenvirales	Tokiviricetes	Taleaviricota	Zilligvirae	Adnaviria	Group I	PHG	Sulfolobus islandicus
ON880501	Klebsiella phage vB_KpnP1	Klebsiella phage vB_KpnP1 Przondovirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	40352	FALSE	53.088	DNA	04-AUG-2022	52	96.1538461538462	3.84615384615385	86.6871530531324	NA	0	Klebsiella	Przondovirus	Przondovirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Klebsiella pneumoniae
ON886116	Salmonella phage PSP2-22	Salmonella phage PSP2-22 Viruses	40428	FALSE	50.101	DNA	04-AUG-2022	58	53.448275862069	46.551724137931	87.1772039180766	NA	0	Salmonella	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Salmonella enterica subsp. enterica serovar Pullorum
OL362280	Staphylococcus phage SA4_Green-2022a	Staphylococcus phage SA4_Green-2022a Staphylococcus phage Kayvirus Twortvirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	148614	FALSE	30.382	DNA	04-AUG-2022	237	72.9957805907173	27.0042194092827	89.0663060007805	NA	4	Staphylococcus	Kayvirus	Kayvirus	Twortvirinae	Herelleviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Staphylococcus aureus
ON165415	Klebsiella phage JKP2	Klebsiella phage JKP2 Drulisvirus Slopekvirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43211	FALSE	54.083	DNA	01-AUG-2022	56	98.2142857142857	1.78571428571429	90.3450510286733	NA	0	Klebsiella	Drulisvirus	Drulisvirus	Slopekvirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Klebsiella pneumoniae
OM982647	Escherichia phage ST2	Escherichia phage ST2 Kagunavirus Guernseyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	171086	FALSE	37.973	DNA	01-AUG-2022	269	15.6133828996283	84.3866171003718	94.09361373812	NA	3	Escherichia	Kagunavirus	Kagunavirus	Guernseyvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Escherichia coli
OM982646	Escherichia phage ST4	Escherichia phage ST4 Viruses	72213	FALSE	42.992	DNA	01-AUG-2022	84	23.8095238095238	76.1904761904762	92.9389445113761	NA	1	Escherichia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Escherichia coli
MZ622713	Vibrio phage phiKT1019	Vibrio phage phiKT1019 Viruses	238840	TRUE	43.487	DNA	01-AUG-2022	217	88.4792626728111	11.5207373271889	95.2227432590856	NA	0	Vibrio	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Vibrio parahaemolyticus
OM416780	Prochlorococcus phage P-SCSP2	Prochlorococcus phage P-SCSP2 Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37264	FALSE	34.213	DNA	31-JUL-2022	44	93.1818181818182	6.81818181818182	94.8529411764706	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416779	Prochlorococcus phage P-SCSP1u	Prochlorococcus phage P-SCSP1u Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37861	FALSE	38.681	DNA	31-JUL-2022	38	86.8421052631579	13.1578947368421	96.1147354797813	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416778	Prochlorococcus phage P-SCSP1s	Prochlorococcus phage P-SCSP1s Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37849	FALSE	38.693	DNA	31-JUL-2022	39	87.1794871794872	12.8205128205128	96.6524875161827	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416777	Prochlorococcus phage P-SCSP1q	Prochlorococcus phage P-SCSP1q Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37754	FALSE	38.701	DNA	31-JUL-2022	40	87.5	12.5	96.9195317052498	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416776	Prochlorococcus phage P-SCSP1p	Prochlorococcus phage P-SCSP1p Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37844	FALSE	38.709	DNA	31-JUL-2022	39	87.1794871794872	12.8205128205128	96.3878025578692	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416775	Prochlorococcus phage P-SCSP1o	Prochlorococcus phage P-SCSP1o Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37752	FALSE	38.756	DNA	31-JUL-2022	36	86.1111111111111	13.8888888888889	95.3909726636999	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416774	Prochlorococcus phage P-SCSP1n	Prochlorococcus phage P-SCSP1n Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37812	FALSE	38.713	DNA	31-JUL-2022	40	87.5	12.5	96.8978102189781	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416773	Prochlorococcus phage P-SCSP1m	Prochlorococcus phage P-SCSP1m Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37812	FALSE	38.715	DNA	31-JUL-2022	40	87.5	12.5	96.8978102189781	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416772	Prochlorococcus phage P-SCSP1l	Prochlorococcus phage P-SCSP1l Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37821	FALSE	38.719	DNA	31-JUL-2022	40	87.5	12.5	96.8985484254779	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416771	Prochlorococcus phage P-SCSP1k	Prochlorococcus phage P-SCSP1k Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37771	FALSE	38.723	DNA	31-JUL-2022	37	86.4864864864865	13.5135135135135	95.7480606814752	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416770	Prochlorococcus phage P-SCSP1i	Prochlorococcus phage P-SCSP1i Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37812	FALSE	38.699	DNA	31-JUL-2022	40	87.5	12.5	96.8978102189781	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416769	Prochlorococcus phage P-SCSP1h	Prochlorococcus phage P-SCSP1h Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37844	FALSE	38.682	DNA	31-JUL-2022	40	87.5	12.5	96.6890392136138	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM416768	Prochlorococcus phage P-SCSP1g	Prochlorococcus phage P-SCSP1g Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37811	FALSE	38.714	DNA	31-JUL-2022	40	87.5	12.5	96.900372907355	NA	0	Prochlorococcus	Autographiviridae	Unclassified	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
